episode_number,user_id,episode_id,cpt,created_at,updated_at,tv_show_name,episode_season_number
3,5449324,7463984,1,2021-07-25 15:30:47,2021-07-25 15:30:47,Pokémon,19
4,5449324,7464942,1,2021-07-25 15:30:48,2021-07-25 15:30:48,Pokémon,19
5,5449324,7464943,1,2021-11-26 21:17:01,2021-11-26 21:17:01,Pokémon,19
6,5449324,7464944,1,2021-11-26 21:54:53,2021-11-26 21:54:53,Pokémon,19
7,5449324,7464945,1,2021-11-26 21:54:54,2021-11-26 21:54:54,Pokémon,19
4,5449324,7522554,1,2023-02-11 20:26:09,2023-02-11 20:26:09,Skam France,5
5,5449324,7522558,1,2023-02-11 20:26:09,2023-02-11 20:26:09,Skam France,5
6,5449324,7522559,1,2023-02-11 20:26:09,2023-02-11 20:26:09,Skam France,5
7,5449324,7522562,1,2023-02-11 20:26:09,2023-02-11 20:26:09,Skam France,5
8,5449324,7522563,1,2023-02-11 20:26:09,2023-02-11 20:26:09,Skam France,5
9,5449324,7522565,1,2023-02-11 20:26:09,2023-02-11 20:26:09,Skam France,5
10,5449324,7522566,1,2023-02-11 20:26:09,2023-02-11 20:26:09,Skam France,5
2,5449324,7526782,1,2023-03-25 12:36:02,2023-03-25 12:36:02,Skam France,6
3,5449324,7526783,1,2023-03-25 12:36:02,2023-03-25 12:36:02,Skam France,6
4,5449324,7531994,1,2023-03-25 12:36:02,2023-03-25 12:36:02,Skam France,6
5,5449324,7531995,2,2020-05-26 20:54:13,2023-03-25 12:36:02,Skam France,6
6,5449324,7531996,1,2023-03-25 12:36:02,2023-03-25 12:36:02,Skam France,6
7,5449324,7531997,1,2023-03-25 12:36:02,2023-03-25 12:36:02,Skam France,6
8,5449324,7531999,1,2023-03-25 12:36:02,2023-03-25 12:36:02,Skam France,6
9,5449324,7532000,1,2023-03-25 12:36:02,2023-03-25 12:36:02,Skam France,6
10,5449324,7532002,1,2023-03-25 12:36:02,2023-03-25 12:36:02,Skam France,6
2,5449324,7571509,1,2023-02-11 20:26:09,2023-02-11 20:26:09,Skam France,5
3,5449324,7571523,1,2023-02-11 20:26:09,2023-02-11 20:26:09,Skam France,5
1,5449324,7600908,1,2020-03-15 19:24:40,2020-03-15 19:24:40,Amazing Stories (2020),1
1,5449324,7788662,1,2023-03-25 12:36:05,2023-03-25 12:36:05,Skam France,7
1,5449324,7833678,1,2022-05-29 13:35:41,2022-05-29 13:35:41,Burning Love (FR),1
2,5449324,7833681,1,2022-05-28 22:05:25,2022-05-28 22:05:25,Burning Love (FR),1
3,5449324,7833683,1,2022-05-28 22:05:27,2022-05-28 22:05:27,Burning Love (FR),1
4,5449324,7833685,1,2022-05-28 22:05:21,2022-05-28 22:05:21,Burning Love (FR),1
5,5449324,7833686,1,2022-05-28 22:05:30,2022-05-28 22:05:30,Burning Love (FR),1
6,5449324,7833688,1,2022-05-29 13:35:58,2022-05-29 13:35:58,Burning Love (FR),1
7,5449324,7833691,1,2022-05-29 13:36:03,2022-05-29 13:36:03,Burning Love (FR),1
8,5449324,7833693,1,2022-05-29 13:36:11,2022-05-29 13:36:11,Burning Love (FR),1
1,5449324,8001870,1,2022-01-10 12:11:36,2022-01-10 12:11:36,Euphoria (US),0
1,5449324,8042026,1,2022-02-07 19:37:42,2022-02-07 19:37:42,The Afterparty,1
2,5449324,8080664,1,2022-01-10 22:12:40,2022-01-10 22:12:40,Euphoria (US),0
1,5449324,8090576,1,2022-06-20 17:03:07,2022-06-20 17:03:07,Disenchantment,2
2,5449324,8130238,1,2023-03-25 12:36:05,2023-03-25 12:36:05,Skam France,7
3,5449324,8132053,1,2023-03-25 12:36:05,2023-03-25 12:36:05,Skam France,7
4,5449324,8132054,1,2023-03-25 12:36:05,2023-03-25 12:36:05,Skam France,7
5,5449324,8132055,1,2023-03-25 12:36:05,2023-03-25 12:36:05,Skam France,7
6,5449324,8132056,1,2023-03-25 12:36:05,2023-03-25 12:36:05,Skam France,7
7,5449324,8132057,1,2023-03-25 12:36:05,2023-03-25 12:36:05,Skam France,7
8,5449324,8132059,1,2023-03-25 12:36:05,2023-03-25 12:36:05,Skam France,7
9,5449324,8132060,1,2023-03-25 12:36:05,2023-03-25 12:36:05,Skam France,7
10,5449324,8132061,1,2023-03-25 12:36:05,2023-03-25 12:36:05,Skam France,7
1,5449324,8393656,1,2022-01-04 17:25:23,2022-01-04 17:25:23,Why Women Kill,2
1,5449324,8409002,1,2023-03-25 15:33:30,2023-03-25 15:33:30,Skam France,10
2,5449324,8413559,1,2023-03-25 15:33:30,2023-03-25 15:33:30,Skam France,10
3,5449324,8413560,1,2023-03-25 15:33:30,2023-03-25 15:33:30,Skam France,10
4,5449324,8413561,1,2023-03-25 15:33:30,2023-03-25 15:33:30,Skam France,10
5,5449324,8413562,1,2023-03-25 15:33:30,2023-03-25 15:33:30,Skam France,10
6,5449324,8413563,1,2023-03-25 15:33:30,2023-03-25 15:33:30,Skam France,10
7,5449324,8413564,1,2023-03-25 15:33:30,2023-03-25 15:33:30,Skam France,10
8,5449324,8413565,1,2023-03-25 15:33:30,2023-03-25 15:33:30,Skam France,10
9,5449324,8413566,1,2023-03-25 15:33:30,2023-03-25 15:33:30,Skam France,10
10,5449324,8413567,1,2023-03-25 15:33:30,2023-03-25 15:33:30,Skam France,10
1,5449324,8414713,1,2023-03-25 12:36:06,2023-03-25 12:36:06,Skam France,8
2,5449324,8414718,1,2023-03-25 12:36:06,2023-03-25 12:36:06,Skam France,8
3,5449324,8414719,1,2023-03-25 12:36:06,2023-03-25 12:36:06,Skam France,8
4,5449324,8414720,1,2023-03-25 12:36:06,2023-03-25 12:36:06,Skam France,8
5,5449324,8414721,1,2023-03-25 12:36:06,2023-03-25 12:36:06,Skam France,8
6,5449324,8415163,1,2023-03-25 12:36:06,2023-03-25 12:36:06,Skam France,8
7,5449324,8415164,1,2023-03-25 12:36:06,2023-03-25 12:36:06,Skam France,8
8,5449324,8415165,1,2023-03-25 12:36:06,2023-03-25 12:36:06,Skam France,8
9,5449324,8415166,1,2023-03-25 12:36:06,2023-03-25 12:36:06,Skam France,8
10,5449324,8415167,1,2023-03-25 12:36:06,2023-03-25 12:36:06,Skam France,8
1,5449324,8808695,1,2023-03-25 12:36:08,2023-03-25 12:36:08,Skam France,9
2,5449324,8844361,1,2022-02-07 19:37:46,2022-02-07 19:37:46,The Afterparty,1
1,5449324,8852677,1,2023-07-23 13:20:54,2023-07-23 13:20:54,Euphoria (US),2
2,5449324,8852710,1,2023-07-23 13:20:51,2023-07-23 13:20:51,Euphoria (US),2
3,5449324,8852771,1,2023-07-23 13:20:46,2023-07-23 13:20:46,Euphoria (US),2
4,5449324,8852782,1,2023-07-24 02:12:38,2023-07-24 02:12:38,Euphoria (US),2
5,5449324,8852801,1,2023-07-24 02:12:40,2023-07-24 02:12:40,Euphoria (US),2
6,5449324,8852806,1,2023-07-24 02:12:42,2023-07-24 02:12:42,Euphoria (US),2
7,5449324,8852807,1,2023-07-24 02:12:46,2023-07-24 02:12:46,Euphoria (US),2
8,5449324,8852815,1,2023-07-24 02:12:50,2023-07-24 02:12:50,Euphoria (US),2
2,5449324,8913586,1,2023-03-25 12:36:08,2023-03-25 12:36:08,Skam France,9
3,5449324,8913587,1,2023-03-25 12:36:08,2023-03-25 12:36:08,Skam France,9
4,5449324,8913588,1,2023-03-25 12:36:08,2023-03-25 12:36:08,Skam France,9
5,5449324,8913589,1,2023-03-25 12:36:08,2023-03-25 12:36:08,Skam France,9
6,5449324,8913590,1,2023-03-25 12:36:08,2023-03-25 12:36:08,Skam France,9
7,5449324,8913591,1,2023-03-25 12:36:08,2023-03-25 12:36:08,Skam France,9
8,5449324,8913592,1,2023-03-25 12:36:08,2023-03-25 12:36:08,Skam France,9
9,5449324,8913593,1,2023-03-25 12:36:08,2023-03-25 12:36:08,Skam France,9
10,5449324,8913594,1,2023-03-25 12:36:08,2023-03-25 12:36:08,Skam France,9
3,5449324,9020901,1,2022-05-28 22:12:54,2022-05-28 22:12:54,Burning Love (FR),2
